tweet,sentiment,sentiment_score
"The wait is over. Where you at!? 🤣🤣🤣🤣🤣🤣
#mufc #ARSMUN #Martial #pogba ",neutral,0.0
"Bruno Fernandes gave the ball away 31 times against #SUFC.

😡 #MUFC’s defending was pathetic. They looked like idio… ",negative,-1.0
Video: Ibrahimovic and Lukaku clash in foul-mouthed spat during fiery Milan derby  #MUFC… ,neutral,0.0
ZIDANE ALCOYANO BIDEN #izmirdeprem POGBA BERNIE #FULMUN JOSÉ JUAN BOTAFOGO #JuveNapoli Thaciano Renato #survivorGR… ,neutral,0.0
ZIDANE ALCOYANO BIDEN #izmirdeprem POGBA BERNIE #FULMUN JOSÉ JUAN BOTAFOGO #JuveNapoli Thaciano Renato #survivorGR… ,neutral,0.0
ZIDANE ALCOYANO BIDEN #izmirdeprem POGBA BERNIE #FULMUN JOSÉ JUAN BOTAFOGO #JuveNapoli Thaciano Renato #survivorGR… ,neutral,0.0
"O empréstimo de Facundo Pellistri ao Deportivo Alavés deverá ser finalizado amanhã. [@JonathanShrager]

#MUFC ",neutral,0.0
@SkySportsNews Many #Mufc fans don't like him. But I think he's a great player to have. He will help bolster you're… ,positive,0.65
Fantastic Comp and it shows why Donny van de Beek should be starting for #mufc. 🔴🇳🇱 ,neutral,0.2
Yes they were shite 100%.. But racism is a different stuff.. Bunch of IDIOTS..!!!!!! #MUFC,negative,-0.5
@PlayersSayings No comment just respect the idol and football. 🙏🏼 @ManUtd @Ronaldo @realmadriden #mufc,neutral,0.0
"#PREVIEW อาร์เซน่อล 🆚 แมนเชสเตอร์ ยูไนเต็ด
🏟 พรีเมียร์ ลีก | เอมิเรตส์ สเตเดียม
📅 คืนวันเสาร์ที่ 30 มกราคม 2021
🕧 0… ",neutral,0.0
"This racist bullshit really is indicative of the very worst that people can be. Weak, insecure, fragile, insular, b… ",negative,-0.335
"Jose seriously miss us. 😂 ᵗʰᵃⁿᵏ ʸᵒᵘ for the mentioned again. If spurs win vs lfc,I don’t know what else he gonna sa… ",positive,0.23333333333333336
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
"These aren’t the fab five, they’re the fly five or the false five, even the infamous five. #mufc #manutd… ",neutral,-0.03333333333333335
Wayne Rooney: Greatest quotes as a Manchester United legend retires  #MUFC #ManUTD #United ,positive,1.0
"@ManUnitedZone_ @caughtoffside Did you realise leverkusen beat dortmund? I’m not,i knew it because I checked on fos… ",neutral,0.0
"#mufc needs to consider getting rid of Martial, if they really wanted to bring in Sancho I would consider Martial and cash in a swap.",neutral,0.06666666666666667
I don’t trust any of them. They’re lazy players who cheat whenever they get the chance. Wonder why we don’t win gam… ,positive,0.275
ZIDANE ALCOYANO BIDEN #izmirdeprem POGBA BERNIE #FULMUN JOSÉ JUAN BOTAFOGO #JuveNapoli Thaciano Renato #survivorGR… ,neutral,0.0
We are with you @AnthonyMartial they aren’t real United fans. ❤️#MUFC,neutral,0.2
🗞 La cesión de Facundo Pellistri al Deportivo Alavés debería concretarse mañana. [@JonathanShrager] #MUFC,neutral,0.0
Wayne Rooney taking out 4 Manchester City players. Quality run! #MUFC ,neutral,0.0
The video from Axel is itself reflecting his #MUFC spirit! To not back down after all that vile non sense! ,neutral,-0.09722222222222224
"I love Son ... he is what #martial should be doing, as a winger forward.

Clinical, predatory, taking &amp; creating chances. #mufc #thfc",positive,0.25
"Enero 2021 📂

Jesse Lingard 🔁 West Ham ✅
Facundo Pellistri 🔁 Alavés ⌛
Marcos Rojo ⏩ Boca Juniors ⏳
Bran. Williams 🔁… ",neutral,0.0
🗞 West Ham ha llegado a un acuerdo con #MUFC por la cesión de Jesse Lingard. #mulive [@SkyKaveh],neutral,0.0
@AndyMitten I honestly could never think we would have #MUFC fans who would toss such garbage and of all things at… ,positive,0.3
Couldn’t put it better #mufc ,positive,0.5
Can’t get a reply @mufc #mufc why is this prick even talking  ,neutral,0.0
#mufc #ManUtd ,neutral,0.0
"@ABilgwn He’s so outgrown of #under21 that he’s being loaned out, laugh out loud... Бацаануудтайгаа тоглоход дэндүү томдоод зэ… ",neutral,0.2
Got a feeling this premier league season has the 17/18 season feel about it. Overachieved and thought we could get… ,neutral,0.0
📝 — Real Madrid made an offer to Sergio Ramos but he didn't accept it and told Florentino Perez he will look around… ,neutral,0.2
Report: Manchester United join race for young Brazilian striker  #RedDevils #MUFCFamily #MUFC ,neutral,0.1
"Only Just Seen what Some #MUFC Fans Have been Posting On Tuanzebe and Martial Instas.
Its Acctually Embarrassing Th… ",neutral,0.0
"Pertandingan berikutnya away ke Emirates stadium, ke gudang peluru yang lagi on fire.

Minggu, 31 Januari 2021
Arse… ",neutral,0.0
3 Points Is All I Want To See On Saturday!!! Arsenal Will Get Laid Down And Put To The SWORD!!! 🗡️🤺⚔️ #MUFC #ARSMUN,negative,-0.3038194444444445
#JesseLingard Лондонгийн Вэст Хэм багт улирал дуустал зээлээр очихоор болжээ. Хангалттай сайн байж чадвал Ютд.д эрг… ,neutral,0.0
Jesse Lingard posted this on his instagram stroy!: This just proves his going to West Ham we'll just wit for Manche… ,positive,0.3
Report: Belgian giants interested in young Manchester United winger  #RedDevils #MUFCFamily… ,neutral,0.175
"🔴 NUEVO VIDEO! 
👉 

#ManUtd dejo escapar 3 puntos en bandeja, pero lo peor fue el  bajo rend… ",neutral,0.0
"📝 — Real Madrid are sure Manchester United target Sergio Ramos will not be at Real Madrid next season #mufc #mujournal

[@jpedrerol]",positive,0.22499999999999998
🚨 Real Madrid are sure Ramos will NOT be in Madrid next season. Real Madrid made an offer to Ramos but he didn't ac… ,positive,0.22499999999999998
Which four Juventus players Man United turned down in exchange for Paul Pogba  #MUFC #ManUTD… ,neutral,-0.15555555555555559
Man Utd Best Academy Graduates. #mufc #manutd #gainszn #fifa21 #pogba #rashford ,positive,1.0
Фабризио Романо: “Погба ирэх зун Юнтд.с явна. Мино Райола угаасаа тэгж төлөвлөж бсн. Тийм ч зорилгоор өнгөрсөн 11 с… ,neutral,0.0
"@KGthaComedian telling all facts🖤 on @UnitedStandMUFC 
This needs to stop🙅🏽‍♂️
#NoToRacism #kickitout #MUFC ",neutral,0.0
"Manchester United Can Forget About a Title Race  
#ManchesterUnited #MUFC #United #ManU #EPL… ",neutral,0.0
"Good luck at WHU @JesseLingard 

#MUFC",positive,0.7
#БоруссиаДортмунд баг Жадон Санчог ирэх зун зарж мөнгө босгохоор төлөвлөж бн. Коронагаас болж санхүүгийн хүнд нөхцө… ,neutral,0.0
"I think Marcus Rashford should start on the bench for England.

With England, he’s a player that will always have a… ",neutral,0.0
"📝 — Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow #mufc #mujournal 

[@JonathanShrager]",neutral,0.0
are/ManchesterUnited: This is beautiful from Scott McTominay on Instagram after the racist comments Tuanzebe received… ,positive,0.85
"Look, I really like Martial and have backed him time and again. He’s obviously very talented. But it’s not happenin… ",positive,0.36999999999999994
It's official on Lingard's Snap. #MUFC ,neutral,0.0
"Pakyu buat lorang yg rasis ke Tuanzebe
#MUFC",neutral,0.0
"So, as I was saying to all those #MUFC fans yapping ""top of the league"" two weeks ago ...

Ole ain't it.",positive,0.5
"@su6an_1 عاااااااجل 
جوسيف بيدريرول | ريال مدريد واثق من أنّ راموس لن يكون في مدريد الموسم القادم
#MUFC 
سبقتك",neutral,0.0
"West Ham telah menyetujui kesepakatan untuk menandatangani Lingard dengan status pinjaman.

Lingard akan bergabung… ",neutral,0.0
"Hopefully Tampa wins and they might sell us and stay in the states.

#MUFC ",positive,0.3
Facundo Pellistri lada dzień trafi do Deportivo Alaves?  #manutd #mufc ,neutral,0.0
"So is #mourinho no longer a good manager OR #liverpool just up their game?

C’mon rivals, pick your excuses for #mufc fans.",neutral,0.14999999999999997
"@utdreport Anyway,i hate racism. Stay strong martial and axel. #mufc",neutral,-0.12222222222222225
@utdreport @ManCity is about to teach manutd how to beat @SheffieldUnited in a proper way. We’re so improved yet so… ,neutral,0.0
Martial FC will rise again 😬 these same pricks will be singing Tony martial scores again have some shame for not st… ,neutral,0.0
"Paul #pogba 2021 🥶 
Recently, Paul had been in excellent form. Can he continue this? 
Like•Share 🔴📲 

#MUFC… ",positive,0.5
#Tuanzebe #AxelTuanzebe #GGMU #MUFC #UnitedAgainstRacism #ManUtd,neutral,0.0
Be weird as fuck seeing @JesseLingard playing for another club. Hope he gets back to his best and comes back firing… ,neutral,0.019999999999999997
Plain to see for me that the main problem we’ve got is DESIRE. The will to fucking WIN. The basic human nature to w… ,neutral,0.15047619047619049
"🚨🚨🚨
جوسيف بيدريرول | ريال مدريد واثق من أنّ راموس لن يكون في مدريد الموسم القادم
#MUFC",neutral,0.0
"Greenwood ineffective RW again. Should be up top in a front 2 or as a lone striker, he's still playing like he's pr… ",positive,0.5
Real Madrid are sure Ramos will NOT be in Madrid next season. PSG lead the race 🔴👹🔴 #MUFC #MUFC_FAMILY #ManUtd #Transfers,positive,0.2333333333333333
How in the hell is Axel Tuanzebe getting racially abused and blamed for last night and David de gea getting away Sc… ,neutral,0.0
#mufc #ManUtd ,neutral,0.0
Spotted in Central Moscow: Scott McTominay modeling #MUFC ,neutral,0.0
"What a stream tonight for Liverpool’s win against Tottenham ⚽️ 

- 275 Viewer peak 
- 20,000 views now on the video… ",positive,0.8
Facundo Pellistri’s move on loan to Deportivo Alaves should be finalised tomorrow. [@JonathanShrager] #mufc,neutral,0.0
"Vai deixar saudades?

#MUFC ",neutral,0.0
"We are going to miss his dance moves #MUFC for the reminder of the season, Lingard needed to go somewhere to redisc… ",neutral,0.0
@LonglifeJohnson @ManUtdMEN So as a man of ethnic minority you condone racism? #racism #MUFC,neutral,0.0
@David_Ornstein @TheAthleticUK It’s us @ManUtd #mufc,neutral,0.0
"Deals galore from today to Sunday. 

Reduced prices on shirts 

Deals if you buy 1+ shirt 

Special delivery includ… ",positive,0.35714285714285715
West Ham have agreed a deal to sign Jesse Lingard on loan from #mufc for the rest of the season. [sky],neutral,0.0
"Andy Cole on racism: “They are all faceless and a bunch of idiots, if I’m brutally honest. I’m not going to lie but… ",neutral,-0.10000000000000003
"Andy Cole on racism: “Nine [times] out of 10, if that individual was standing in front of whoever they’re abusing,… ",neutral,0.0
This guy is a big prick @ManUtd #mufc @AnthonyMartial get bck to the top level 🙏🏻🙏🏻🙏🏻 ,positive,0.25
"Andy Cole on racism: “I’m always embarrassed by things like that; embarrassed by these individuals. They’re keyboard warriors."" [mu] #mufc",neutral,0.0
"Harry Maguire on racism: “It hurts that it’s still going on in this day and age. The club have acted, but for sure… ",neutral,0.0
"Harry Maguire on racism: “There’s no place for it. They’re definitely no fans of this club, we don’t associate with… ",neutral,0.0
"Harry Maguire on racism: “Yeah, it’s disgusting. I woke up this morning, I was devastated, I was hurt with the resu… ",negative,-1.0
Jesse announcing his own transfer.. Drest in peace master does it different 🤭❤️❤️ #MUFC ,positive,0.3
I really hope Lingard does bits at West Ham and shows everybody what’s up then comes back to United as a key player. #Lingard #WestHam #MUFC,neutral,0.06666666666666667
"Lingard en IG:

Increible parece que se nos va con Moyes como deciamos a inicio de semana, el fin de una leyenda.… ",neutral,0.0
#mufc are monitoring 21-year-old Hoffenheim midfielder Christoph Baumgartner ahead of the summer window. [sun],neutral,0.0
Love Martial but he needs to realise his talent alone won't make him excel.....Put some BLOODY EFFORT in man😒… ,neutral,-0.10000000000000002
Fabrizio Romano delivers exciting Jadon Sancho update  #MUFC #ManUTD #United ,positive,0.3
"@instagram are you going to ban these people???
#MUFC #SAYNOTORACISM ",neutral,0.0
martial #MUNSHU Cloris Leachman Sheffield #silhouettechallenge Gamestop #TZLATESHOW #mufc Lumena 炙り出し ボカロ懐古厨 Tuanze… ,neutral,0.0
"Icon swaps paying off! Literally the one I wanted, let's gooooooo. Brunooooooo! #MUFC #FIFA21 #FUT21 #TOTY ",neutral,0.0
"Stop the abuse!!!
These people need to be held accountable!!
These are not football fans, just desperate, sad, angr… ",negative,-0.55
I want someone to look at me the way i look at Oldtraford #mufc #ManchesterUnited ,neutral,0.0
Ferdinand and Crouch rates Liverpool's title chances after win over Tottenham #mufc #ManUtd ,positive,0.8
Just saw an end. #MUFC,neutral,0.0
Even if lingard gone #MUFC win at the emirates on Saturday i am still going to posting this 🤷🏾‍♂️🤷🏾‍♂️🤷🏾‍♂️❤️ ,positive,0.8
@LFC @SpursOfficial 3 goals you say? #YNWA #mufc #FACUP ,neutral,0.0
"📝 — The UK government say Twitter, Facebook and Instagram are to be held legally responsible for the kind of racist… ",positive,0.4
Well pleased with these coasters for the New Trafford Arms #MUFC ,positive,0.3181818181818182
@ManUnitedZone_ What the fek is wrong with these fans. Shameful. @ManUtd #mufc,negative,-0.5
On Va Suivre Ça... #MUFC ,neutral,0.0
Continue dancing in london @JesseLingard ❤️🇾🇪 #mufc ,neutral,0.0
This makes me know we ain't winning the league #MUFC ,positive,0.5
Ig Lingard: “London Bound #HammerTime ⚒️” #MUFC ,neutral,0.0
Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. [@JonathanShrager] #MUFC #UR ,neutral,0.0
"@JesseLingard good luck on your loan Jesse, wish you all the best and hope to see you back in a @ManUtd shirt soon❤… ",positive,0.5666666666666667
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
Direction Londres pour Jesse Lingard. #MUFC ,neutral,0.0
martial #MUNSHU Cloris Leachman Sheffield #silhouettechallenge Gamestop #TZLATESHOW #mufc Lumena 炙り出し ボカロ懐古厨 Tuanze… ,neutral,0.0
Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. [@JonathanShrager] #mufc #RS ,neutral,0.0
I feel sorry for Arsenal having to play United this weekend. They'll be entering a cage with a bunch of wounded tig… ,negative,-0.5
"Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. 🔴👹🔴 
#MUFC #MUFC_FAMILY #ManUtd… ",neutral,0.0
"""It would not be tolerated in Old Trafford""

Andy Mitten on the increasing levels of online racist abuse towards pl… ",neutral,0.1
Le prêt de Facundo Pellistri au Deportivo Alavés devrait être finalisé demain. [@JonathanShrager] #MUFC ,neutral,0.0
"⚠️ ALERRRTA DE NUEVO VIDEO! 

Es hora de analizar lo que fue ayer la derrota de #ManUtd por #PremierLeague ❌

En un… ",neutral,0.0
It is disgusting and embarrassing #blm #racism #MUFC #ManUtd #unitedstand,negative,-1.0
"IT IS TIME‼️

Facundo #Pellistri’s loan deal to Deportivo #Alavés is a done deal. #MUFC 

🔜☑️",neutral,0.0
West ham are expected to make the announcement of Lingard on loan this Friday. Time is running short for the deal t… ,neutral,-0.05
It's happening. The transfer to West Haaaammmmm. #HammerTime ⚒ #MUFC ,neutral,0.0
Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. [@JonathanShrager] #mufc,neutral,0.0
Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. #MUFC [@JonathanShrager],neutral,0.0
Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. #MUFC (@JonathanShrager),neutral,0.0
Hope this is true #SAYNOTORACISM #MUFC ,positive,0.35
"We are United Army Malang Against Racism ! 

#mufc ",neutral,0.0
León  martial #MUNSHU Cloris Leachman Sheffield #silhouettechallenge Gamestop #TZLATESHOW #mufc Lumena 炙り出し ボカロ懐古厨… ,neutral,0.0
"Buena cesión para Facundo, veremos de lo que es capaz! Qué ganas tengo de verle, en el sub 23 dejó detallazos. #MUFC ",neutral,0.0
Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow. #MUFC [@JonathanShrager],neutral,0.0
I am told that Facundo Pellistri’s loan deal to Deportivo Alavés should be finalised tomorrow #MUFC ,neutral,0.0
"BREAKING NEWS FOR WEST HAM

West Ham have signed Man United winger Jesse Lingard on loan for the rest of the season… ",neutral,0.0
Jesse Lingard: “London Bound #HammerTime ⚒” #MUFC [jesselingard IG] ,neutral,0.0
"This is the tweet. God bless you DOF

Racism is not allowed jare

But Tuanzebe doesn't deserve to be playing for… ",neutral,0.0
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the kind of racist a… ",positive,0.4
"The UK government say Facebook, Twitter and Instagram are to be held ""legally responsible"" for the kind of racist a… ",positive,0.4
"Maitland-Niles will leave Arsenal. There is talk of an assignment with a purchase option.

Manchester United is int… ",neutral,0.0
@JesseLingard to @WestHam... interesting one. Not too sure they actually need him. Honestly think they currently ha… ,positive,0.32
"Had high hopes for Jesse, especially during the 17-18 season. Will always remember his goals v Boro, Leicester, Wat… ",neutral,0.08
West Ham have agreed a deal to take Manchester United midfielder Jesse Lingard on loan for the remainder of the sea… ,neutral,0.0
"I disagree. That's exactly how most #MUFC fans are, and most football fans are. 

That is why players take a knee e… ",positive,0.4166666666666667
"Checkout this 2014-15 Manchester United Home Shirt (XXL)!
#2014-15 #ManUtd #ManchesterUbnited #MUFC #Nike 
Buy Now… ",neutral,0.0
"@OGSContract Wow..I really hope your Jose in disguise. First negative result for months and this rubbish starts, be… ",neutral,0.05000000000000001
I'm praying for the day #MUFC fans realize that it's possible to 'try make things happen' while also being able to complete a 2 yard pass.,neutral,0.19999999999999998
"โชคดีมีฟอร์มที่ดีกับเวสต์แฮมนะลินการ์ด 
#MUFC #Onlymeผีแดง ",neutral,0.0
"Maitland-Niles will leave Arsenal. There is talk of an assignment with a purchase option.

Manchester United is int… ",neutral,0.0
I can’t wait to see @JesseLingard score for West Ham and do the Hammer time dance #MUFC #WHUFC,neutral,0.0
@footboxing So nothing to do with the players then? Did you actually think Ole said right lads go out there play cr… ,neutral,0.14285714285714285
"@ManUtd To all the so called Manchester United racist fan, you are not a real fan you are a loser bettors. Real fan… ",neutral,0.05
"@MikeLUHGhth7 @JesseLingard Here’s how you beat Liverpool. 

Might want to forward this to Jose. 

Hope this helps.… ",neutral,0.0
UPDATE: Sky Sports meldt dat er een akkoord is tussen Manchester United en West Ham United. #MUFC ,neutral,0.0
"Good luck Jesse 🔴
#MUFC #ManUtd #jesselingard ",positive,0.7
"PALAPATOTO – Paul Pogba: Saya Bisa Lebih Baik Lagi! Gelandang Manchester United, Paul Pogba enggan berpuas diri den… ",neutral,0.0
@premierleague Goal of the Week #YNWA #mufc #FACUP ,neutral,0.0
Jesse Lingard vers Londres sur Instagram. #MUFC ,neutral,0.0
"@goal He is shit defensively 
Don't put tackles
No physical strength
Porto has sell us a finished player
#MUFC… ",neutral,-0.1
Manchester United’s Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will tra… ,neutral,0.0
Jesse Lingard: “London Bound #HammerTime ⚒” #MUFC [jesselingard IG],neutral,0.0
Great comp. What a ridiculous striker he was. He joined United when I got my first shirt with his name on the back.… ,positive,0.23888888888888893
"Lingard is leaving hopefully it will be a positive experience and things will work out for the best for him ❤
#mufc… ",positive,0.6136363636363636
West Ham telah menyetujui kesepakatan untuk menandatangani Jesse Lingard dengan status pinjaman selama sisa musim i… ,neutral,0.0
@rioferdy5 won’t show this on national tv bcos he’s their Rashford. #mufc ,neutral,0.0
Jesse Lingard: “London Bound #HammerTime ⚒” #MUFC [jesselingard IG] ,neutral,0.0
I’m actually heartbroken Jesse is leaving 😭💔 @JesseLingard #MUFC,neutral,0.0
"🚨WHEN WILL THE PENNY DROP FOR MARTIAL?🚨

🖥New Episode W/ @emzdomz &amp; @Just_Semz 

🗣 @shingy_ldn: ""Too many players w… ",positive,0.5
"BoyleSports Enhanced Free Bet No-Lose offer
Arsenal v Manchester United

🔵New Customers❗️Mobile Only❗️
🔵Bet £10 or… ",positive,0.4
Jesse Lingard: “London Bound #HammerTime ⚒” #MUFC [jesselingard IG] ,neutral,0.0
@COYIrons_com #whfc would be my second team after #MUFC,neutral,0.0
"Jesse Lingard fará sua consulta médica esta noite em Carrington e, em seguida, viajará para Londres. Ele vai treina… ",neutral,0.0
it’s happened😢#mufc ,neutral,0.0
"always been a fan of @JesseLingard ! Hope he does good at West Ham, show them what you can do ⚽️ #MUFC",positive,0.7
Ah Cavani didn’t post United against racism o #mufc,neutral,0.0
"Jesse Lingard confirms his move on Instagram, all the best @JesseLingard ❤️ #MUFC #UR ",positive,1.0
Lingard confirming he’s off to West Ham !! Look after him Hammers ! If he finds his confidence again that’s a hell… ,neutral,0.0
Oh hell yeah!  @gtrentjr supports #MUFC!  #RipCity ,neutral,0.0
"Quite heart broken lingard is going actually - been at the club all his life, fan of the club, scored that fucking… ",neutral,-0.2
"#topteamsperformance

#ManCity 75
#COYS 70
#FCBayern 67
#PSV 67
#MUFC 64
#BluvnGoan 62
#ForçaBarça 61… ",neutral,0.0
"@Real_Devils_FR :
 
@FaFaUTD The Best CEO 
Des fans de @ManUtd 
Des anecdotes de… ",positive,1.0
"One concern is that in those 14 games we’ve only won 3 games by a margin of 2+ goals

Sooner or later the fact that… ",neutral,0.0
Days out at Wembley. Jesse scores. Limbs. Scenes. Geezer. #MUFC ,neutral,0.0
Luke Shaw's 50 yard run! #MUFC ,neutral,0.0
Now .... That's a proper striker ⚽👏 fuck the Martial bum boys he's not fit to lace his boots #MUFC ,neutral,-0.15000000000000002
"ManUtd 2020/21 Fixtures

NEXT
SAT 30 January Arsenal (A)

FEBRUARY DATES
MON 1st Transfer Window Close [11pm GMT]
T… ",neutral,0.0
Big Win on Saturday please #MUFC ❤️,positive,0.4
Mark Clattenburg: sędzia wykazał się niekonsekwencją w meczu Man Utd vs. Sheffield United … ,neutral,0.0
#watfordfc #MUFC ,neutral,0.0
Lingard is having a medical at Carrington tonight and then he will travel to London. He will train with the West Ha… ,neutral,0.0
"Everton vs Newcastle 12:30 kick off
Arsenal vs Man Utd 5:30 kick off 
Sunday
Chelsea vs Burnley 12:00 kick off
Brig… ",neutral,0.0
Was Marcus that tired ? He usually sprints all over putting the press from the front so seeing this ...I guess if i… ,negative,-0.325
"#MUFC | JESSIE LINGARD 🔴👉🏻⚒️

You alright Declan? Yeah it’s bubbly innit... ",neutral,0.0
"if you want a proper united fan that’s real, not racist and makes good analysis. follow me and i will guide you. #ManUtd #MUFC",positive,0.3
"If you’re one of the little spoilt twat cyber trolls giving out racist abuse to ANY player, not just a United playe… ",neutral,-0.1875
"Medical taking place at Carrington training ground. 👀🔴👹🔴
#MUFC #MUFC_FAMILY #ManUtd 
#Transfers",neutral,0.0
Have a read of this excellent article by @Andybelcher85 addressing the concerns around Anthony Martial's form at th… ,positive,0.5
Good luck @JesseLingard ❤️ #mufc ,positive,0.7
"Best of luck @JesseLingard you were one of the better players in post sir Alex Ferguson era, you were fun to watch… ",positive,0.6
"I’ve reflected on last nights result and I still think 21 is on. 

#mufc 

🔴⚪️⚫️",neutral,0.0
"Are you a prospective writer looking for a platform. We’ve got three spaces on our writing team, writing as a hobby… ",neutral,0.0
Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will train with the West Ham… ,neutral,0.0
"@FA What the hell is that? 
#PremierLeague #MUFC #FA ",neutral,0.0
"| Take the money and run | 💸

Even if Pogba wants to stay at Man United should #MUFC sell him anyway?

#OTBAM with… ",neutral,0.2
#MCFC #MUFC ,neutral,0.0
Really hope a loan move works out for jesse lingard #MUFC,neutral,0.2
"📢 ATENCIÓN

Nos vemos en una hora en el @RinconDelUnited vamos a hablar sobre:

- El mercado del Manchester United… ",neutral,0.0
"A very simple message. If you don’t agree, find yourself another club to follow, because Manchester United don’t ne… ",neutral,0.0
"Episode 93 - Reality check for #MUFC! 🚨 We answer YOUR questions this week after the 2-1 defeat against #SUFC. 

",neutral,0.0
"Jesse Lingard passe un examen médical à Carrington ce soir, puis se dirige vers Londres.  Il s'entraînera demain av… ",neutral,0.0
"Manchester United say they are ""disgusted"" after Axel Tuanzebe and Anthony Martial were racially abused on social m… ",negative,-0.32222222222222224
@JesseLingard appreciation tweet. What a moment and what a baller on his day. Hope he reignites that spark at the h… ,neutral,0.0
📝 | #MUFC’s Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will train with… ,neutral,0.0
Martial’s Form Is A Real Concern And It Must Be Addressed | Writes @Andybelcher85 (@Andybelcher85) #mufc ,neutral,0.1
📝 | #MUFC’s Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will train with… ,neutral,0.0
Manchester United’s Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will tra… ,neutral,0.0
Jesse Lingard passe sa visite médicale ce soir à Carrington et se rendra ensuite à Londres. Il s'entraînera demain… ,neutral,0.0
Manchester United’s Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will tra… ,neutral,0.0
All the best @JesseLingard! Thank you for all the memories! Hope you get your form back @WestHam #MUFC ,positive,0.5
"Controversial point: 
I wish @ManUtd got Thomas Tuchel as a manager. Our players have quality as individuals but as… ",positive,0.55
Manchester United’s Jesse Lingard is having a medical at Carrington tonight and then heading to London. He will tra… ,neutral,0.0
Tonight was good because my phone exploded when Son scored (disallowed 💉💉💉) with United fans. They used to tell me… ,positive,0.7
#MUFC’s Lingard is having a medical at Carrington tonight and then heading to London. He will train with the West H… ,neutral,0.0
Things you like to see on @FootballIndex over the past 7 days... Its been a long hard slog over the past 6 months b… ,negative,-0.21041666666666667
I am told that #MUFC’s Lingard is having a medical at Carrington tonight and then heading to London. He will train… ,neutral,0.0
"I'm a real #MUFC fan, and I say yes to  #SAYNOTORACISM 
#BillGates #MasterOnPrime @ManUtd @ManUtdInPidgin ",neutral,0.2
Nah I love Martial but fuck this guy if he's gonna put in this level of effort #MUFC ,neutral,0.033333333333333326
🗣 | Anthony Martial In 2017: “I love this club. I love the fans. They give me a lot of joy &amp; I enjoy having their b… ,positive,0.44000000000000006
"Odion Ighalo looks set for an immediate return to England, after League One strugglers Bristol Rovers had a loan bid accepted. #BRFC #MUFC",neutral,0.0
"WeStandWithAxel ✅

#NoRoomForRacism ❌ #MUFC ",neutral,0.0
"As much as I hate doing this to Martial but I think it is time for Martial to sit on the bench for a while, so this… ",negative,-0.26666666666666666
"Ole should just play Axel every game from here on in.

One way to say🖕to the racists. 

#mufc #OleIn",negative,-0.4
I swear all these dickhead fans that attack players after 1 bad result are a joke. We were never supposed to even b… ,negative,-0.6999999999999998
#afc #bcfc #bfc #ccfc #cfc #rfc #efc #hcfc #nffc #ncfc #wfc #scfc #safc #hfc #sufc #wwfc #bwfc #itfc #avfc #wbafc… ,neutral,0.0
